Country,Year,FX_USD_to_LCU
Tanzania,1968,7.14286000614286
Tanzania,1967,7.14286000614286
Tanzania,1966,7.14286000614286
Tanzania,1965,7.14286000614286
Tanzania,1964,7.14286000614286
Tanzania,1963,7.14286000614286
Tanzania,1962,7.14286000614286
Tanzania,1961,7.14286000614286
Tanzania,1960,7.14286000614286
South Africa,2025,17.8887489855833
South Africa,2024,18.3286575505
South Africa,2023,18.4502441785
South Africa,2022,16.3558534845
South Africa,2021,14.7786782139167
South Africa,2020,16.4591053903333
South Africa,2019,14.4484270548333
South Africa,2018,13.2339264715833
South Africa,2017,13.3238014244992
South Africa,2016,14.7096108855267
South Africa,2015,12.7589308811644
South Africa,2014,10.8526555687831
South Africa,2013,9.65505606913526
South Africa,2012,8.20996862659332
South Africa,2011,7.26113213232735
South Africa,2010,7.32122196115288
South Africa,2009,8.47367415824888
South Africa,2008,8.26122333333333
South Africa,2007,7.045365
South Africa,2006,6.77154916666667
South Africa,2005,6.35932833333333
South Africa,2004,6.4596925
South Africa,2003,7.56474916666667
South Africa,2002,10.5407466666667
South Africa,2001,8.60918083333334
South Africa,2000,6.93982833333333
South Africa,1999,6.10948416666667
South Africa,1998,5.52828416666667
South Africa,1997,4.60796166666667
South Africa,1996,4.29934916666667
South Africa,1995,3.627085
South Africa,1994,3.55079833333334
South Africa,1993,3.26774158333333
South Africa,1992,2.85201416666667
South Africa,1991,2.761315
South Africa,1990,2.58732083333333
South Africa,1989,2.6226775
South Africa,1988,2.2734675
South Africa,1987,2.03603333333333
South Africa,1986,2.28503166641667
South Africa,1985,2.22867499941667
South Africa,1984,1.47527749975
South Africa,1983,1.11409999975
South Africa,1982,1.08581583308333
South Africa,1981,0.877578942758154
South Africa,1980,0.778833737276042
South Africa,1979,0.842022601934943
South Africa,1978,0.869565218147448
South Africa,1977,0.869565218147448
South Africa,1976,0.869565218147448
South Africa,1975,0.739507755296336
South Africa,1974,0.679477003570251
South Africa,1973,0.693959098021092
South Africa,1972,0.768725237196027
South Africa,1971,0.715216916321429
South Africa,1970,0.714285999714286
South Africa,1969,0.714285999714286
South Africa,1968,0.714285999714286
South Africa,1967,0.714285999714286
South Africa,1966,0.714285999714286
South Africa,1965,0.714285999714286
South Africa,1964,0.714285999714286
South Africa,1963,0.714285999714286
South Africa,1962,0.714285999714286
South Africa,1961,0.714285999714286
South Africa,1960,0.714285999714286
